,x,y,z,eta,phi,energy,trackId
188,28.59604,-40.839386,391.883,2.759,-0.9599312,0.24120359,433737
189,40.839375,-28.596048,391.883,2.759,-0.61086535,4.5981627,88709
190,45.184586,-21.069927,391.883,2.759,-0.43633246,2.939809,440691
191,48.15689,-12.903591,391.883,2.759,-0.26179922,2.4989898,517900
192,49.665962,-4.3452034,391.883,2.759,-0.087266356,2.1621842,503212
193,40.377586,10.819139,391.883,2.934,0.2617993,0.1841052,90023
194,34.242153,23.976614,391.883,2.934,0.61086524,1.0534822,433612
195,29.55844,29.558449,391.883,2.934,0.78539836,1.5519527,433612
196,-17.666273,37.885433,391.883,2.934,2.0071287,0.516965,473881
197,-34.242157,23.976612,391.883,2.934,2.5307274,0.31126776,476739
198,-41.642883,3.6432767,391.883,2.934,3.0543263,0.17161663,490883
199,29.55844,-29.558449,391.883,2.934,-0.78539836,0.24175577,389165
200,37.88543,-17.666277,391.883,2.934,-0.43633255,4.067425,499291
201,41.642883,-3.6432729,391.883,2.934,-0.08726629,0.3591359,95798
202,25.809408,196.0419,-391.88297,-1.4354998,1.4398966,0.1197812,-99
203,-106.24215,166.76675,-391.883,-1.4354999,2.1380284,0.25730482,493457
204,-120.37254,156.87253,-391.883,-1.4355,2.2252948,0.6586762,493457
205,-188.58176,59.45962,-391.88303,-1.4355003,2.83616,0.17597586,-99
206,106.24216,-166.76678,-391.88297,-1.4354997,-1.0035644,0.055439405,-99
207,-84.71461,162.73521,-400.458,-1.5224998,2.050762,0.4857734,38526
208,-174.97342,55.168938,-400.45798,-1.5224998,2.83616,0.35067227,493904
209,-131.0959,83.517296,-409.698,-1.6964997,2.5743606,0.088383034,-99
210,-115.89,81.14706,-409.698,-1.7850002,2.5307274,0.19177163,493903
211,-54.10034,116.01853,-409.698,-1.8800004,2.0071287,0.110503964,-99
212,-116.01856,54.10035,-409.698,-1.8800001,2.7052603,0.0,-99
213,123.6504,-33.132,-409.698,-1.8800002,-0.2617992,0.0,-99
214,81.00333,81.00334,-409.698,-1.9864998,0.7853983,0.0,-99
215,-93.83877,65.70663,-409.698,-1.9864999,2.5307274,0.079016924,-99
216,-91.61301,-42.719845,-409.698,-2.1075003,-2.7052603,0.0,478345
217,87.26886,7.635032,-409.698,-2.247,0.08726642,0.16189183,-99
218,37.022312,79.394615,-409.698,-2.2469995,1.134464,0.062012013,-99
219,22.67312,84.61723,-409.698,-2.2470002,1.3089969,0.2368576,119
220,-87.268875,7.6350255,-409.698,-2.2469997,3.0543263,0.23364972,-99
221,-31.323383,-67.17323,-409.698,-2.4109998,-2.0071285,0.4789501,497209
222,-44.38097,44.380966,-409.698,-2.5749993,2.3561945,0.2024175,-99
223,36.855892,36.855896,-409.698,-2.7590003,0.78539824,0.19498546,386673
224,-4.5427427,-51.923737,-409.698,-2.7590008,-1.6580628,1.5182332,334419
225,13.490198,-50.346107,-409.698,-2.7589998,-1.3089969,0.15766165,321231
226,-36.94543,-166.64983,409.698,1.6094999,-1.7889627,0.039034437,-99
227,94.62522,123.31801,409.698,1.6965,0.9162979,0.10985488,-99
228,94.62524,-123.31799,409.698,1.6965,-0.9162978,0.0,-99
229,123.318,-94.62522,409.698,1.6965,-0.6544984,0.054439455,-99
230,155.29099,-6.780163,409.698,1.6965,-0.04363331,0.0,-99
231,115.89003,-81.147095,409.698,1.7849998,-0.61086535,1.8984658,455042
232,90.51837,-90.5184,409.698,1.88,-0.78539836,1.5242187,455042
233,104.86155,-73.424866,409.698,1.88,-0.61086535,3.2393305,455042
234,-48.413464,103.822975,409.698,1.9865,2.0071287,1.8193249,392985
235,-114.12006,9.984201,409.698,1.9865,3.0543263,0.9354154,491579
236,114.12006,-9.98419,409.698,1.9865,-0.087266274,0.0,-99
237,100.69915,8.810032,409.698,2.1075,0.087266445,0.1736003,499357
238,42.71986,91.61304,409.698,2.1075,1.134464,1.5413882,160
239,26.162424,97.63945,409.698,2.1075,1.3089968,0.16655219,-99
240,-42.719856,91.61304,409.698,2.1075,2.0071287,0.96480155,392985
241,-100.69915,8.810013,409.698,2.1075,3.0543263,0.13741308,491579
242,-8.810035,-100.69915,409.698,2.1075,-1.6580628,0.45851573,161841
243,82.80299,-57.979305,409.698,2.1075,-0.6108654,1.0669403,96181
244,91.61303,-42.719875,409.698,2.1075,-0.43633246,0.57106715,88699
245,97.63946,-26.162397,409.698,2.1075,-0.26179922,0.21894166,-99
246,87.26886,7.635039,409.698,2.247,0.0872665,0.3118981,499293
247,84.61724,22.673107,409.698,2.247,0.26179922,0.5070269,441017
248,-84.61724,-22.673132,409.698,2.247,-2.8797932,0.47025695,133
249,37.022285,-79.39457,409.698,2.247,-1.1344641,0.0,-99
250,71.75952,-50.246582,409.698,2.247,-0.6108655,0.48551017,415229
251,87.26886,-7.635025,409.698,2.247,-0.08726634,0.17547986,113
252,52.40893,52.408943,409.698,2.411,0.7853983,1.1186543,502701
253,-42.512016,60.713444,409.698,2.411,2.1816616,0.104349285,-99
254,-52.408943,52.408936,409.698,2.411,2.3561945,0.29714483,513100
255,52.408928,-52.40895,409.698,2.411,-0.7853984,0.27564278,-99
256,67.1732,-31.323397,409.698,2.4109998,-0.43633255,3.439902,113
257,71.59195,-19.182991,409.698,2.4109998,-0.2617992,4.0253954,499284
258,73.835396,-6.4597435,409.698,2.411,-0.08726624,3.816868,503326
259,62.52529,5.4702544,409.698,2.575,0.08726647,2.5796704,499294
260,60.625492,16.244549,409.698,2.575,0.26179934,0.61160165,499294
261,56.88362,26.52527,409.698,2.575,0.43633235,0.2710143,418132
262,56.883617,-26.525276,409.698,2.575,-0.43633243,4.8589377,438396
263,60.625496,-16.244543,409.698,2.575,-0.26179925,14.275247,500927
264,62.525295,-5.470247,409.698,2.575,-0.08726634,0.596364,503326
265,51.923775,4.5427384,409.698,2.759,0.0872664,1.06112,503020
266,47.238678,22.027756,409.698,2.759,0.4363323,0.23546594,500320
267,36.855896,36.855907,409.698,2.759,0.78539836,0.3219511,512032
268,29.896017,42.69594,409.698,2.759,0.9599311,0.4448442,512032
269,-13.490197,50.3461,409.698,2.759,1.8325957,0.2425855,409182
270,-22.027763,47.238678,409.698,2.759,2.0071287,0.69466853,476361
271,-29.896023,42.695934,409.698,2.759,2.1816616,0.6484762,476361
272,-42.695934,29.896023,409.698,2.759,2.5307274,0.45181292,476739
273,-51.923775,4.542735,409.698,2.759,3.0543263,0.1796443,-99
274,22.027748,-47.238686,409.698,2.759,-1.1344643,0.21148834,433737
275,47.238674,-22.027771,409.698,2.759,-0.43633258,15.039412,512231
276,50.3461,-13.490182,409.698,2.759,-0.2617991,16.079231,507175
277,51.923775,-4.5427356,409.698,2.759,-0.08726635,8.462244,500466
278,11.310981,42.213146,409.698,2.9340003,1.3089969,1.0079032,469690
279,43.53597,-3.808895,409.698,2.934,-0.08726627,1.1693983,79439
280,-227.5367,-50.443672,-461.898,-1.4355,-2.9234264,0.101494655,-99
281,-173.56097,90.35011,-427.098,-1.5224999,2.661627,0.111417316,260403
282,-167.74911,69.48396,-435.79797,-1.6094997,2.7488935,0.29531485,260403
283,-173.16669,54.599266,-435.798,-1.6094998,2.83616,0.10064642,-99
284,88.83781,-139.44739,-435.798,-1.6965,-1.0035642,0.0,-99
285,11.867786,-135.64926,-435.798,-1.88,-1.4835298,0.04394783,-99
286,-39.380825,-84.452484,-435.798,-2.2469995,-2.0071285,0.9465395,366036
287,32.6537,70.0261,-427.098,-2.4109995,1.134464,0.0,-99
288,19.997715,74.63249,-427.098,-2.4109998,1.3089969,0.46154344,119
289,-32.65369,-70.02608,-427.098,-2.4109998,-2.0071285,0.40951997,366036
290,54.129013,4.735676,-427.098,-2.7589998,0.08726648,0.0,411874
291,-54.128998,-4.7356772,-427.098,-2.7589998,-3.054326,0.72387993,321242
292,52.48428,-14.063111,-427.098,-2.7590008,-0.26179922,0.5124468,411874
293,-11.791372,44.005993,-427.098,-2.933999,1.8325957,0.49742755,411872
294,-171.83072,157.45384,461.898,1.4355,2.3998277,0.01904913,-99
295,-58.83894,186.6133,427.098,1.5225,1.8762289,0.113184825,-99
296,181.39746,7.919998,435.798,1.6094999,0.04363331,0.11343543,-99
297,165.18388,7.212088,435.798,1.6965,0.043633256,0.037026655,-99
298,111.70293,121.90236,435.798,1.6965,0.8290314,0.04437546,-99
299,76.346115,-146.65947,435.798,1.6965,-1.0908307,0.104924224,-99
300,-131.52762,-35.24273,435.798,1.88,-2.8797932,0.1760761,518832
301,99.8168,-69.8925,435.798,1.9864999,-0.61086535,0.39788088,455042
302,-45.44135,97.449295,435.798,2.1075,2.0071287,2.0041494,392985
303,-88.07802,-61.672886,435.798,2.1075,-2.5307274,0.0,-99
304,76.030525,-76.030525,435.798,2.1075,-0.7853982,0.4612523,455042
305,97.44929,-45.44138,435.798,2.1075,-0.43633255,0.7392034,438396
306,-90.00782,-24.117529,435.798,2.247,-2.8797932,0.8587309,133
307,-65.890305,-65.8903,435.798,2.247,-2.3561945,0.431892,490855
308,84.45243,-39.380836,435.798,2.247,-0.43633252,0.64375085,114
309,-54.634766,54.634758,427.098,2.411,2.3561945,0.18146527,-99
310,54.634754,-54.63477,427.098,2.411,-0.7853983,0.080682606,-99
311,70.02606,-32.65371,427.098,2.411,-0.43633255,6.7343984,114
312,74.63248,-19.997696,427.098,2.411,-0.2617992,6.0250044,114
313,76.97121,-6.734092,427.098,2.4109998,-0.08726626,0.19097094,113
314,59.299484,27.651808,427.098,2.575,0.43633237,0.041875135,-99
315,53.596905,-37.528965,427.098,2.575,-0.61086535,2.1335945,78741
316,59.29948,-27.65181,427.098,2.575,-0.43633243,0.6194808,114
317,63.20028,-16.93445,427.098,2.575,-0.2617992,7.718068,507175
318,65.18076,-5.7025604,427.098,2.575,-0.0872662,1.7271934,85886
319,-49.24492,22.963287,427.098,2.759,2.7052603,0.4421125,476739
320,22.963285,-49.24492,427.098,2.759,-1.134464,0.71987444,433737
321,49.244915,-22.963293,427.098,2.759,-0.43633252,3.5714717,438396
322,52.484314,-14.063117,427.098,2.759,-0.26179916,4.0202446,499365
323,54.128994,-4.735663,427.098,2.759,-0.087266274,1.4008439,113
324,45.384953,3.9706707,427.098,2.934,0.087266505,0.00728597,79439
325,41.289856,19.253775,427.098,2.934,0.4363323,0.5422612,500320
326,-26.13118,37.319187,427.098,2.934,2.1816616,0.16376515,468423
327,-37.319183,26.131182,427.098,2.934,2.5307274,0.1655107,-99
328,-37.319187,-26.131176,427.098,2.934,-2.5307274,0.8510869,442251
329,-56.712574,-255.81352,-470.598,-1.3485,-1.7889627,0.0,-99
330,-11.429435,-261.77524,-470.59796,-1.3484997,-1.6144298,0.0,-99
331,-156.01724,142.96344,-461.898,-1.5224999,2.399828,0.074463755,-99
332,-52.69675,167.13275,-461.898,-1.6965,1.8762289,0.0,-99
333,113.5293,-9.932498,-461.898,-2.1075003,-0.087266214,0.060299538,-99
334,98.387886,8.607819,-461.898,-2.2469997,0.0872664,0.023280788,-99
335,-8.394356,-192.26138,461.898,1.6094999,-1.6144297,0.059550665,-99
336,-67.06282,161.90395,461.898,1.6964998,1.9634954,0.052570492,-99
337,-118.22207,-82.77998,461.898,1.8800001,-2.5307274,0.0,-99
338,-105.79485,74.07836,461.898,1.9865,2.5307274,0.014450824,-99
339,128.66022,-11.256276,461.898,1.9865,-0.0872662,0.26288137,114
340,-113.52933,9.932505,461.898,2.1075,3.0543263,0.32762524,130350
341,80.90247,-56.648544,461.898,2.247,-0.6108654,0.50984555,146867
342,89.5103,-41.73936,461.898,2.247,-0.43633252,0.38227502,114
343,65.870476,-46.123016,444.498,2.411,-0.61086535,0.0,-99
344,72.87893,-33.98402,444.498,2.411,-0.43633252,1.6418785,114
345,77.673004,-20.812399,444.498,2.411,-0.26179913,2.2054367,114
346,80.10702,-7.008437,444.498,2.411,-0.08726623,0.48379993,114
347,67.83623,5.934901,444.498,2.575,0.08726647,0.37738687,130345
348,61.715343,-28.778353,444.498,2.5749998,-0.43633252,0.19723749,-99
349,65.77506,-17.624355,444.498,2.575,-0.2617991,1.1258004,438396
350,67.83623,-5.934892,444.498,2.575,-0.08726633,0.76592267,113
351,52.709927,4.611515,444.498,2.825,0.08726635,3.090229,499286
352,51.108368,13.694446,444.498,2.825,0.2617994,0.29389197,468417
353,30.348658,43.342373,444.498,2.825,0.9599311,0.09601825,296101
354,-43.34237,30.348663,444.498,2.825,2.5307274,1.1109934,473819
355,-47.9539,22.361269,444.498,2.825,2.7052603,0.2259528,473819
356,-51.10836,-13.6944475,444.498,2.825,-2.8797932,1.2610518,473819
357,47.95389,-22.361279,444.498,2.825,-0.43633252,0.14927548,-99
358,51.108364,-13.694431,444.498,2.825,-0.26179913,1.7807748,499286
359,52.709927,-4.611507,444.498,2.825,-0.0872662,2.6743877,499294
360,-103.233154,198.30899,-487.99802,-1.5225003,2.050762,0.0,-99
361,198.30908,-103.23316,-487.998,-1.5224999,-0.4799655,0.12319321,-99
362,-131.80006,-35.315727,-487.998,-1.9865003,-2.8797932,0.14727801,-99
363,-73.78269,-73.782684,-487.998,-2.2469995,-2.3561945,0.084894024,-99
364,64.1312,29.904873,-461.898,-2.5750003,0.43633235,0.0,-99
365,14.230528,53.10907,-461.898,-2.824999,1.308997,0.51235217,386674
366,4.792048,54.773293,-461.898,-2.8249998,1.4835298,0.93098354,386674
367,-206.55177,85.556564,487.998,1.5225,2.7488935,0.16220504,-99
